ajaataaja
ajaa taimia taaja
ajaa täytyä taaja
ajaa täyttyä taaja
ajaa tyly taaja
ajaa tuju taaja
ajaa tiipii taaja
ajaa tarra taaja
ajaa taka taaja
ajaa tilli taaja
ajaa talla taaja
ajaa typy taaja
ajaa tele taaja
ajaa tv taaja
ajaa teevee taaja
ajaa tikki taaja
ajaa tamma taaja
ajaa tere taaja
ajaa tii taaja
ajaa tirri taaja
ajaa takka taaja
ajaa tutu taaja
ajaa tukku taaja
ajaa toto taaja
ajaa tili taaja
ajaa tissi taaja
ajaa tussu taaja
ajaa tönö taaja
ajaa täryjyrä taaja
ajaa tapa taaja
ajaa tee taaja
ajaa tipi taaja
ajaa törö taaja
ajaa torero taaja
ajaa tippi taaja
ajaa tokko taaja
ajaa tykky taaja
ajaa töllö taaja
ajaa tämä taaja
ajaa tätä taaja
ajaatätä töötätä taaja
ajaatätä tyytätä taaja
ajaa tässä taaja
ajaa tunnu taaja
ajaa tällä taaja
ajaa taa taaja
ajaa too taaja
ajaa tuttu taaja
ajaa ts taaja
ajaa te taaja
ajaa tänä taaja
sytytys ajaa tänä taaja sytytys
ala ajaa tänä taaja ala
DVD ajaa tänä taaja DVD
syöppöys ajaa tänä taaja syöppöys
ege ajaa tänä taaja ege
ajaja ajaa tänä taaja ajaja
sammas ajaa tänä taaja sammas
syys ajaa tänä taaja syys
www ajaa tänä taaja www
sylys ajaa tänä taaja sylys
utu ajaa tänä taaja utu
suuruus ajaa tänä taaja suuruus
opo ajaa tänä taaja opo
ele ajaa tänä taaja ele
otto ajaa tänä taaja otto
imaami ajaa tänä taaja imaami
TET ajaa tänä taaja TET
akka ajaa tänä taaja akka
ällä ajaa tänä taaja ällä
olo ajaa tänä taaja olo
enne ajaa tänä taaja enne
isi ajaa tänä taaja isi
yty ajaa tänä taaja yty
ässä ajaa tänä taaja ässä
ämmä ajaa tänä taaja ämmä
autioitua ajaa tänä taaja autioitua
sees ajaa tänä taaja sees
niin ajaa tänä taaja niin
tullut ajaa tänä taaja tullut
pop ajaa tänä taaja pop
siis ajaa tänä taaja siis
tutut ajaa tänä taaja tutut
emme ajaa tänä taaja emme
mm ajaa tänä taaja mm
alla ajaa tänä taaja alla
